shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-M-A2-S1-CSP-MTI;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-IA;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria IA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SCPD;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SCPD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-AAC;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria AAC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-GMRV;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SIM;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-eGov;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria eGov;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SSA;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-AOSI;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria AOSI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SIIA;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIIA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-IMSA;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 1 / Seria IMSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SAS;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SAS;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SC;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SC;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SPF;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-ITAA;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-CSP-SEM;03-ACS-M-A2-S1: Cercetare științifică și practică (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SEM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-TMED-SIM;03-ACS-M-A2-S1: Telemedicină (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria SIM;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MLAPC-CASTR;03-ACS-M-A2-S1: Machine Learning pentru aplicaţii de predicţie şi control (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Seria CASTR;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-GPGPU-GMRV;03-ACS-M-A2-S1: Programare paralelă pentru unitatea de procesare grafică (GPGPU) (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-ACI-GMRV;03-ACS-M-A2-S1: Analiza conţinutului imaginilor (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SAIIS-MTI;03-ACS-M-A2-S1: Strategii în afaceri şi infrastructuri informatice suport  (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AAIT-IA;03-ACS-M-A2-S1: Advanced artificial intelligence techniques (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria IA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-IELF-SPF;03-ACS-M-A2-S1: Industry Expert Lectures in Finance (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AHCI-SPF;03-ACS-M-A2-S1: Applied Human Computer Interaction (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MLCI-SPF;03-ACS-M-A2-S1: Machine Learning and Computational Intelligence (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-BDFA-SPF;03-ACS-M-A2-S1: Big-Data Fundamentals and Analytics (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SPF;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DM-MTI;03-ACS-M-A2-S1: Digital Marketing (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria MTI;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-PAJ-G;03-ACS-M-A2-S1: Programare avansată în Java (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-AFNEN-G;03-ACS-M-A2-S1: Accesarea fondurilor naţionale şi europene nerambursabile (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-RNA-IA;03-ACS-M-A2-S1: Deep Neural Networks (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria IA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-ISPGPICT-G;03-ACS-M-A2-S1: Instrumente software pentru gestionarea proiectelor ICT (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MDFD-ITAA;03-ACS-M-A2-S1: Managementul datelor și facilitarea deciziilor (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MCAD-ITAA;03-ACS-M-A2-S1: Metodologia CAD/CAM (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-VAENIT-ITAA;03-ACS-M-A2-S1: Vehiculele aviatice fără echipaj și nevoile lor IT (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MSSCA-ITAA;03-ACS-M-A2-S1: Managementul sistemelor de securitate cibernetică în aviație (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-FHSA-ITAA;03-ACS-M-A2-S1: Fiabilitatea hardware-ului și a software-ului în aviație (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria ITAA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-DSRVA-GMRV;03-ACS-M-A2-S1: Dezvoltarea sistemelor de realitate virtuală şi augmentată (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria GMRV;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-APB-G;03-ACS-M-A2-S1: Automatizarea proceselor de business (Seria G - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria G;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-MC-SCPD;03-ACS-M-A2-S1: Mobile computing (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SCPD;2021-10-04;CS1;manual;student
03-ACS-M-A2-S1-SAIOT-SSA;03-ACS-M-A2-S1: Servicii şi arhitecturi IoT (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 1 / Seria SSA;2021-10-04;CS1;manual;student
03-ACS-M-A2-S2-CSETD-ITAA;03-ACS-M-A2-S2: Cercetare ştiinţifică şi elaborarea tezei de disertaţie (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-PCSAM;03-ACS-M-A2-S2: Etică (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria PCSAM;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-MPI;03-ACS-M-A2-S2: Etică (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria MPI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-CASTR;03-ACS-M-A2-S2: Etică (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria CASTR;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SIC;03-ACS-M-A2-S2: Etică (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SII;03-ACS-M-A2-S2: Etică (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SII;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-AII;03-ACS-M-A2-S2: Etică (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria AII;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-ISI;03-ACS-M-A2-S2: Etică (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ISI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SRIC;03-ACS-M-A2-S2: Etică (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SRIC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-ABD;03-ACS-M-A2-S2: Etică (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ABD;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-MTI;03-ACS-M-A2-S2: Etică (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria MTI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-IA;03-ACS-M-A2-S2: Etică (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria IA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SCPD;03-ACS-M-A2-S2: Etică (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SCPD;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-AAC;03-ACS-M-A2-S2: Etică (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria AAC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-GMRV;03-ACS-M-A2-S2: Etică (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria GMRV;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SIM;03-ACS-M-A2-S2: Etică (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SIM;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-eGov;03-ACS-M-A2-S2: Etică (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria eGov;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SSA;03-ACS-M-A2-S2: Etică (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SSA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-AOSI;03-ACS-M-A2-S2: Etică (Seria AOSI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria AOSI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SIIA;03-ACS-M-A2-S2: Etică (Seria SIIA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SIIA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-IMSA;03-ACS-M-A2-S2: Etică (Seria IMSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Inginerie și management / Anul 2 / Semestrul 2 / Seria IMSA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SAS;03-ACS-M-A2-S2: Etică (Seria SAS - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SAS;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SC;03-ACS-M-A2-S2: Etică (Seria SC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SPF;03-ACS-M-A2-S2: Etică (Seria SPF - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SPF;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-ITAA;03-ACS-M-A2-S2: Etică (Seria ITAA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ITAA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-ET-SEM;03-ACS-M-A2-S2: Etică (Seria SEM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SEM;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-PCSAM;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria PCSAM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria PCSAM;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-MPI;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria MPI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria MPI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-CASTR;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria CASTR - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria CASTR;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SIC;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SIC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SII;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SII;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-AII;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria AII - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria AII;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-ISI;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria ISI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ISI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SRIC;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SRIC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SRIC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-ABD;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria ABD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria ABD;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-MTI;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria MTI - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria MTI;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-IA;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria IA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria IA;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SCPD;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SCPD - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SCPD;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-AAC;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria AAC - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria AAC;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-GMRV;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria GMRV - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria GMRV;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SIM;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SIM - 2021);03. Automatică şi Calculatoare / Master / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Seria SIM;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-eGov;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria eGov - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria eGov;2022-02-28;CS2;manual;student
03-ACS-M-A2-S2-CSPED-SSA;03-ACS-M-A2-S2: Cercetare ştiinţifică, practică şi elaborare disertaţie (Seria SSA - 2021);03. Automatică şi Calculatoare / Master / Domeniul Calculatoare şi tehnologia informaţiei / Anul 2 / Semestrul 2 / Seria SSA;2022-02-28;CS2;manual;student
